filename,para_id,sent_id,raw_text,tokenized_text,tokenized_pos,label
cf37,6,1,What/wdt is/bez now/rb called/vbn Christian/jj fellowship/nn is/bez often/rb little/ql more/ap than/cs the/at social/jj chumminess/nn of/in having/hvg a/at gracious/jj time/nn with/in the/at kind/nn of/in people/nns one/pn likes/vbz ./.,What is now called Christian fellowship is often little more than the social chumminess of having a gracious time with the kind of people one likes .,wdt bez rb vbn jj nn bez rb ql ap cs at jj nn in hvg at jj nn in at nn in nns pn vbz .,lore
cf37,6,2,The/at koinonia/fw-nn of/in Acts/nns-tl and/cc of/in the/at Epistles/nns-tl means/vbz sharing/vbg in/in a/at common/jj relation/nn to/in Christ/np ./.,The koinonia of Acts and of the Epistles means sharing in a common relation to Christ .,at fw-nn in nns-tl cc in at nns-tl vbz vbg in at jj nn in np .,lore
cf37,6,3,It/pps is/bez an/at experience/nn of/in a/at new/jj depth/nn of/in community/nn derived/vbn from/in an/at awareness/nn of/in the/at corporate/jj indwelling/vbg of/in Christ/np in/in His/pp$ people/nns ./.,It is an experience of a new depth of community derived from an awareness of the corporate indwelling of Christ in His people .,pps bez at nn in at jj nn in nn vbn in at nn in at jj vbg in np in pp$ nns .,lore
cf37,6,4,"As/cs Dietrich/np Bonhoffer/np puts/vbz it/ppo ,/, ``/`` Our/pp$ community/nn with/in one/cd another/dt consists/vbz solely/rb in/in what/wdt Christ/np has/hvz done/vbn to/in both/abx of/in us/ppo ''/'' ./.","As Dietrich Bonhoffer puts it , `` Our community with one another consists solely in what Christ has done to both of us '' .","cs np np vbz ppo , `` pp$ nn in cd dt vbz rb in wdt np hvz vbn in abx in ppo '' .",lore
cf37,6,5,"This/dt may/md mean/vb having/hvg fellowship/nn in/in the/at church/nn with/in people/nns with/in whom/wpo ,/, on/in the/at level/nn of/in merely/rb human/jj agreeableness/nn ,/, we/ppss might/md prefer/vb not/* to/to have/hv any/dti association/nn at/in all/abn ./.","This may mean having fellowship in the church with people with whom , on the level of merely human agreeableness , we might prefer not to have any association at all .","dt md vb hvg nn in at nn in nns in wpo , in at nn in rb jj nn , ppss md vb * to hv dti nn in abn .",lore
cf37,6,6,There/ex is/bez a/at vast/jj difference/nn between/in the/at community/nn of/in reconciliation/nn which/wdt the/at New/jj-tl Testament/nn-tl describes/vbz and/cc the/at community/nn of/in congeniality/nn found/vbn in/in the/at average/jj church/nn building/nn ./.,There is a vast difference between the community of reconciliation which the New Testament describes and the community of congeniality found in the average church building .,ex bez at jj nn in at nn in nn wdt at jj-tl nn-tl vbz cc at nn in nn vbn in at jj nn nn .,lore
cf37,7,0,"Whenever/wrb a/at congregation/nn really/rb sees/vbz itself/ppl as/cs a/at unit/nn in/in the/at universal/jj Church/nn-tl ,/, in/in vital/jj relation/nn with/in the/at whole/jj Body/nn-tl of/in-tl Christ/np-tl and/cc participating/vbg in/in His/pp$ mission/nn to/in the/at world/nn ,/, a/at necessary/jj foundation-stone/nn of/in the/at ecumenical/jj movement/nn has/hvz been/ben laid/vbn ./.","Whenever a congregation really sees itself as a unit in the universal Church , in vital relation with the whole Body of Christ and participating in His mission to the world , a necessary foundation-stone of the ecumenical movement has been laid .","wrb at nn rb vbz ppl cs at nn in at jj nn-tl , in jj nn in at jj nn-tl in-tl np-tl cc vbg in pp$ nn in at nn , at jj nn in at jj nn hvz ben vbn .",lore
cf37,7,1,The/at antithesis/nn of/in the/at ecumenical/jj and/cc the/at local/jj then/rb no/ql longer/rbr exists/vbz ./.,The antithesis of the ecumenical and the local then no longer exists .,at nn in at jj cc at jj rb ql rbr vbz .,lore
cf37,7,2,The/at local/jj and/cc the/at ecumenical/jj are/ber one/cd ./.,The local and the ecumenical are one .,at jj cc at jj ber cd .,lore
cf37,8,0,"Of/in course/nn ,/, the/at perspective/nn of/in those/dts who/wps are/ber dealing/vbg directly/rb with/in the/at world-wide/jj problems/nns of/in the/at People/nns-tl of/in-tl God/np-tl will/md always/rb be/be different/jj from/in the/at perspective/nn of/in those/dts who/wps are/ber dealing/vbg with/in the/at nearby/jj problems/nns of/in particular/jj persons/nns in/in a/at particular/jj place/nn ./.","Of course , the perspective of those who are dealing directly with the world-wide problems of the People of God will always be different from the perspective of those who are dealing with the nearby problems of particular persons in a particular place .","in nn , at nn in dts wps ber vbg rb in at jj nns in at nns-tl in-tl np-tl md rb be jj in at nn in dts wps ber vbg in at jj nns in jj nns in at jj nn .",lore
cf37,8,1,Each/dt viewpoint/nn is/bez valid/jj if/cs it/pps is/bez organically/rb related/vbn to/in the/at other/ap ./.,Each viewpoint is valid if it is organically related to the other .,dt nn bez jj cs pps bez rb vbn in at ap .,lore
cf37,8,2,Neither/dtx is/bez adequate/jj if/cs it/pps stands/vbz alone/rb ./.,Neither is adequate if it stands alone .,dtx bez jj cs pps vbz rb .,lore
cf37,8,3,Our/pp$ difficulty/nn arises/vbz when/wrb either/dtx viewpoint/nn shuts/vbz out/rp the/at other/ap ./.,Our difficulty arises when either viewpoint shuts out the other .,pp$ nn vbz wrb dtx nn vbz rp at ap .,lore
cf37,8,4,And/cc this/dt is/bez what/wdt all/ql too/ql often/rb happens/vbz ./.,And this is what all too often happens .,cc dt bez wdt ql ql rb vbz .,lore
cf37,9,0,Divergent/jj-hl perspectives/nns-hl,Divergent perspectives,jj-hl nns-hl,lore
cf37,9,1,A/at little/jj parable/nn illustrative/jj of/in this/dt truth/nn is/bez afforded/vbn by/in an/at incident/nn related/vbn by/in Professor/nn-tl Bela/np Vasady/np at/in the/at end/nn of/in the/at Second/od-tl World/nn-tl War/nn-tl ./.,A little parable illustrative of this truth is afforded by an incident related by Professor Bela Vasady at the end of the Second World War .,at jj nn jj in dt nn bez vbn in at nn vbn in nn-tl np np in at nn in at od-tl nn-tl nn-tl .,lore
cf37,9,2,With/in great/jj difficulty/nn he/pps made/vbd his/pp$ way/nn from/in his/pp$ native/jj Hungary/np to/in Geneva/np to/to renew/vb his/pp$ contacts/nns as/cs a/at member/nn of/in the/at Provisional/jj-tl Committee/nn-tl for/in the/at World/nn-tl Council/nn-tl of/in-tl Churches/nns-tl ./.,With great difficulty he made his way from his native Hungary to Geneva to renew his contacts as a member of the Provisional Committee for the World Council of Churches .,in jj nn pps vbd pp$ nn in pp$ jj np in np to vb pp$ nns cs at nn in at jj-tl nn-tl in at nn-tl nn-tl in-tl nns-tl .,lore
cf37,9,3,"When/wrb he/pps had/hvd the/at mishap/nn of/in breaking/vbg his/pp$ spectacles/nns ,/, his/pp$ ecumenical/jj colleagues/nns insisted/vbd on/in providing/vbg him/ppo with/in new/jj ones/nns ./.","When he had the mishap of breaking his spectacles , his ecumenical colleagues insisted on providing him with new ones .","wrb pps hvd at nn in vbg pp$ nns , pp$ jj nns vbd in vbg ppo in jj nns .",lore
cf37,9,4,They/ppss were/bed bifocals/nns ./.,They were bifocals .,ppss bed nns .,lore
cf37,9,5,He/pps often/rb spoke/vbd of/in them/ppo as/cs his/pp$ ``/`` ecumenical/jj ''/'' glasses/nns and/cc used/vbd them/ppo as/cs a/at symbol/nn of/in the/at kind/nn of/in vision/nn that/wps is/bez required/vbn in/in the/at church/nn ./.,He often spoke of them as his `` ecumenical '' glasses and used them as a symbol of the kind of vision that is required in the church .,pps rb vbd in ppo cs pp$ `` jj '' nns cc vbd ppo cs at nn in at nn in nn wps bez vbn in at nn .,lore
cf37,9,6,"It/pps is/bez ,/, he/pps said/vbd ,/, a/at bifocal/jj vision/nn ,/, which/wdt can/md see/vb both/abx the/at near-at-hand/jj and/cc the/at distant/jj and/cc keep/vb a/at Christian/np in/in right/jj relation/nn to/in both/abx ./.","It is , he said , a bifocal vision , which can see both the near-at-hand and the distant and keep a Christian in right relation to both .","pps bez , pps vbd , at jj nn , wdt md vb abx at jj cc at jj cc vb at np in jj nn in abx .",lore
cf37,10,0,"As/cs things/nns stand/vb now/rb ,/, the/at local/jj and/cc the/at ecumenical/jj tend/vb to/to compete/vb with/in each/dt other/ap ./.","As things stand now , the local and the ecumenical tend to compete with each other .","cs nns vb rb , at jj cc at jj vb to vb in dt ap .",lore
cf37,10,1,"On/in the/at one/cd hand/nn ,/, there/ex are/ber ecumenists/nns who/wps are/ber so/ql stirred/vbn by/in the/at crises/nns of/in the/at church/nn in/in its/pp$ encounter/nn with/in the/at world/nn at/in large/jj that/cs they/ppss have/hv no/at eyes/nns for/in what/wdt the/at church/nn is/bez doing/vbg in/in their/pp$ own/jj town/nn ./.","On the one hand , there are ecumenists who are so stirred by the crises of the church in its encounter with the world at large that they have no eyes for what the church is doing in their own town .","in at cd nn , ex ber nns wps ber ql vbn in at nns in at nn in pp$ nn in at nn in jj cs ppss hv at nns in wdt at nn bez vbg in pp$ jj nn .",lore
cf37,10,2,They/ppss do/do not/* escape/vb the/at pitfall/nn into/in which/wdt Charles/np Dickens/np pictured/vbd Mrs./np Jellyby/np as/cs falling/vbg ./.,They do not escape the pitfall into which Charles Dickens pictured Mrs. Jellyby as falling .,ppss do * vb at nn in wdt np np vbd np np cs vbg .,lore
cf37,10,3,Her/pp$ concern/nn for/in the/at natives/nns of/in Borrioboola-Gha/np was/bedz so/ql intense/jj that/cs she/pps quite/ql forgot/vbd and/cc neglected/vbd her/pp$ son/nn Peepy/np !/. !/.,Her concern for the natives of Borrioboola-Gha was so intense that she quite forgot and neglected her son Peepy ! !,pp$ nn in at nns in np bedz ql jj cs pps ql vbd cc vbd pp$ nn np . .,lore
cf37,10,4,"Likewise/rb ,/, the/at ecumenist/nn may/md become/vb so/ql absorbed/vbn in/in the/at conflict/nn of/in the/at church/nn with/in the/at totalitarian/jj state/nn in/in East/jj-tl Germany/np-tl ,/, the/at precarious/jj situation/nn of/in the/at church/nn in/in revolutionary/jj China/np ,/, and/cc the/at anguish/nn of/in the/at church/nn over/in apartheid/nn in/in South/jj-tl Africa/np-tl that/cs he/pps loses/vbz close/jj contact/nn with/in the/at parish/nn church/nn in/in its/pp$ unspectacular/jj but/cc indispensable/jj ministry/nn of/in worship/nn ,/, pastoral/jj service/nn and/cc counseling/nn ,/, and/cc Christian/jj nurture/nn for/in a/at face-to-face/jj group/nn of/in individuals/nns ./.","Likewise , the ecumenist may become so absorbed in the conflict of the church with the totalitarian state in East Germany , the precarious situation of the church in revolutionary China , and the anguish of the church over apartheid in South Africa that he loses close contact with the parish church in its unspectacular but indispensable ministry of worship , pastoral service and counseling , and Christian nurture for a face-to-face group of individuals .","rb , at nn md vb ql vbn in at nn in at nn in at jj nn in jj-tl np-tl , at jj nn in at nn in jj np , cc at nn in at nn in nn in jj-tl np-tl cs pps vbz jj nn in at nn nn in pp$ jj cc jj nn in nn , jj nn cc nn , cc jj nn in at jj nn in nns .",lore
cf37,11,0,"On/in the/at other/ap hand/nn ,/, many/abn a/at pastor/nn is/bez so/ql absorbed/vbn in/in ministering/vbg to/in the/at intimate/jj ,/, personal/jj needs/nns of/in individuals/nns in/in his/pp$ congregation/nn that/cs he/pps does/doz little/ap or/cc nothing/pn to/to lead/vb them/ppo into/in a/at sense/nn of/in social/jj responsibility/nn and/cc world/nn mission/nn ./.","On the other hand , many a pastor is so absorbed in ministering to the intimate , personal needs of individuals in his congregation that he does little or nothing to lead them into a sense of social responsibility and world mission .","in at ap nn , abn at nn bez ql vbn in vbg in at jj , jj nns in nns in pp$ nn cs pps doz ap cc pn to vb ppo in at nn in jj nn cc nn nn .",lore
cf37,11,1,"As/cs a/at result/nn ,/, they/ppss go/vb on/rp thinking/vbg of/in the/at church/nn ,/, with/in introverted/vbn and/cc self-centered/jj satisfaction/nn ,/, only/rb in/in connection/nn with/in the/at way/nn in/in which/wdt it/pps serves/vbz them/ppo and/cc their/pp$ families/nns ./.","As a result , they go on thinking of the church , with introverted and self-centered satisfaction , only in connection with the way in which it serves them and their families .","cs at nn , ppss vb rp vbg in at nn , in vbn cc jj nn , rb in nn in at nn in wdt pps vbz ppo cc pp$ nns .",lore
cf37,11,2,It/pps would/md hardly/rb be/be an/at exaggeration/nn to/to say/vb that/cs ninety/cd per/in cent/nn of/in the/at energy/nn of/in most/ap churches/nns --/-- whether/cs in/in terms/nns of/in finance/nn or/cc spiritual/jj concern/nn --/-- is/bez poured/vbn into/in the/at private/jj and/cc domestic/jj interests/nns of/in the/at members/nns ./.,It would hardly be an exaggeration to say that ninety per cent of the energy of most churches -- whether in terms of finance or spiritual concern -- is poured into the private and domestic interests of the members .,pps md rb be at nn to vb cs cd in nn in at nn in ap nns -- cs in nns in nn cc jj nn -- bez vbn in at jj cc jj nns in at nns .,lore
cf37,11,3,The/at parish/nn lives/vbz for/in itself/ppl rather/in than/in for/in the/at community/nn or/cc the/at world/nn ./.,The parish lives for itself rather than for the community or the world .,at nn vbz in ppl in in in at nn cc at nn .,lore
cf37,12,0,The/at gap/nn between/in the/at ecumenical/jj perspective/nn and/cc the/at parish/nn perspective/nn appears/vbz most/ql starkly/rb in/in a/at church/nn in/in any/dti of/in our/pp$ comfortable/jj suburbs/nns ./.,The gap between the ecumenical perspective and the parish perspective appears most starkly in a church in any of our comfortable suburbs .,at nn in at jj nn cc at nn nn vbz ql rb in at nn in dti in pp$ jj nns .,lore
cf37,12,1,It/pps is/bez eminently/ql successful/jj according/in to/in all/abn conventional/jj standards/nns ./.,It is eminently successful according to all conventional standards .,pps bez ql jj in in abn jj nns .,lore
cf37,12,2,It/pps is/bez growing/vbg in/in numbers/nns ./.,It is growing in numbers .,pps bez vbg in nns .,lore
cf37,12,3,Its/pp$ people/nns are/ber agreeable/jj friends/nns ./.,Its people are agreeable friends .,pp$ nns ber jj nns .,lore
cf37,12,4,It/pps has/hvz a/at beautiful/jj edifice/nn ./.,It has a beautiful edifice .,pps hvz at jj nn .,lore
